Main_Category,Sub_Category,Detail_Category,Year,Sheet,GREENHOUSE GAS SOURCE AND SINK CATEGORIES,Gas,Emissions_kt
Total national emissions and removals,Total national emissions and removals,,2011,Summary1As1_Combined,Total national emissions and removals,N2O,75.51051576550616
1. Energy,Energy,,2011,Summary1As1_Combined,1. Energy,N2O,8.1545435465535
Total national emissions and removals,Energy,                                           Sectoral approach(2),2011,Summary1As1_Combined,                                           Sectoral approach(2),N2O,7.99133115019888
Total national emissions and removals,Energy,1.  Energy industries,2011,Summary1As1_Combined,1.  Energy industries,N2O,3.31635574553128
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2011,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.66003769655693
Total national emissions and removals,Energy,3.  Transport,2011,Summary1As1_Combined,3.  Transport,N2O,3.30810558439639
Total national emissions and removals,Energy,4.  Other sectors,2011,Summary1As1_Combined,4.  Other sectors,N2O,0.60769594348016
Total national emissions and removals,Energy,5.  Other,2011,Summary1As1_Combined,5.  Other,N2O,0.09913618023412
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2011,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.16321239635462
Total national emissions and removals,Energy,1.  Solid fuels,2011,Summary1As1_Combined,1.  Solid fuels,N2O,0.00024556608
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2011,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.16296683027462
2.  Industrial processes and product use,Industrial processes and product use,,2011,Summary1As1_Combined,2.  Industrial processes and product use,N2O,3.9391828541004
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2011,Summary1As1_Combined,B.  Chemical industry,N2O,0.67387299034228
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2011,Summary1As1_Combined,C.  Metal industry,N2O,0.03538765572037
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2011,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,3.22992220803775
Total national emissions and removals,Total national emissions and removals,,2012,Summary1As1_Combined,Total national emissions and removals,N2O,74.53535876362096
1. Energy,Energy,,2012,Summary1As1_Combined,1. Energy,N2O,8.73975552220548
Total national emissions and removals,Energy,                                           Sectoral approach(2),2012,Summary1As1_Combined,                                           Sectoral approach(2),N2O,8.61533730580747
Total national emissions and removals,Energy,1.  Energy industries,2012,Summary1As1_Combined,1.  Energy industries,N2O,3.85092446074228
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2012,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.63476554713176
Total national emissions and removals,Energy,3.  Transport,2012,Summary1As1_Combined,3.  Transport,N2O,3.36950556666602
Total national emissions and removals,Energy,4.  Other sectors,2012,Summary1As1_Combined,4.  Other sectors,N2O,0.66932938738466
Total national emissions and removals,Energy,5.  Other,2012,Summary1As1_Combined,5.  Other,N2O,0.09081234388275
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2012,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.12441821639801
Total national emissions and removals,Energy,1.  Solid fuels,2012,Summary1As1_Combined,1.  Solid fuels,N2O,6.208812e-05
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2012,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.12435612827801
2.  Industrial processes and product use,Industrial processes and product use,,2012,Summary1As1_Combined,2.  Industrial processes and product use,N2O,3.11127749500914
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2012,Summary1As1_Combined,B.  Chemical industry,N2O,0.13023337593456
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2012,Summary1As1_Combined,C.  Metal industry,N2O,0.03694836233166
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2012,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.94409575674292
Total national emissions and removals,Total national emissions and removals,,2013,Summary1As1_Combined,Total national emissions and removals,N2O,74.5133580379318
1. Energy,Energy,,2013,Summary1As1_Combined,1. Energy,N2O,8.65113595789591
Total national emissions and removals,Energy,                                           Sectoral approach(2),2013,Summary1As1_Combined,                                           Sectoral approach(2),N2O,8.53298281723013
Total national emissions and removals,Energy,1.  Energy industries,2013,Summary1As1_Combined,1.  Energy industries,N2O,3.72360344359576
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2013,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.60416914627232
Total national emissions and removals,Energy,3.  Transport,2013,Summary1As1_Combined,3.  Transport,N2O,3.46947022005815
Total national emissions and removals,Energy,4.  Other sectors,2013,Summary1As1_Combined,4.  Other sectors,N2O,0.65337170329169
Total national emissions and removals,Energy,5.  Other,2013,Summary1As1_Combined,5.  Other,N2O,0.08236830401221
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2013,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.11815314066578
Total national emissions and removals,Energy,1.  Solid fuels,2013,Summary1As1_Combined,1.  Solid fuels,N2O,0.00012607164
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2013,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.11802706902578
2.  Industrial processes and product use,Industrial processes and product use,,2013,Summary1As1_Combined,2.  Industrial processes and product use,N2O,2.93340495673303
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2013,Summary1As1_Combined,B.  Chemical industry,N2O,0.15047638692308
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2013,Summary1As1_Combined,C.  Metal industry,N2O,0.0442647292792
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2013,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.73866384053075
Total national emissions and removals,Total national emissions and removals,,2014,Summary1As1_Combined,Total national emissions and removals,N2O,76.4625576647936
1. Energy,Energy,,2014,Summary1As1_Combined,1. Energy,N2O,8.41133248346801
Total national emissions and removals,Energy,                                           Sectoral approach(2),2014,Summary1As1_Combined,                                           Sectoral approach(2),N2O,8.29355489061916
Total national emissions and removals,Energy,1.  Energy industries,2014,Summary1As1_Combined,1.  Energy industries,N2O,3.34189239888672
Total national emissions and removals,Energy,2.  Manufacturing industries and construction                          ,2014,Summary1As1_Combined,2.  Manufacturing industries and construction                          ,N2O,0.65407860538546
Total national emissions and removals,Energy,3.  Transport,2014,Summary1As1_Combined,3.  Transport,N2O,3.60647225340297
Total national emissions and removals,Energy,4.  Other sectors,2014,Summary1As1_Combined,4.  Other sectors,N2O,0.61874375481215
Total national emissions and removals,Energy,5.  Other,2014,Summary1As1_Combined,5.  Other,N2O,0.07236787813186
Total national emissions and removals,Energy,B. Fugitive emissions from fuels,2014,Summary1As1_Combined,B. Fugitive emissions from fuels,N2O,0.11777759284885
Total national emissions and removals,Energy,1.  Solid fuels,2014,Summary1As1_Combined,1.  Solid fuels,N2O,0.00022096152
Total national emissions and removals,Energy,2.  Oil and natural gas and other emissions from energy production,2014,Summary1As1_Combined,2.  Oil and natural gas and other emissions from energy production,N2O,0.11755663132885
2.  Industrial processes and product use,Industrial processes and product use,,2014,Summary1As1_Combined,2.  Industrial processes and product use,N2O,3.00564614677622
Total national emissions and removals,Industrial processes and product use,B.  Chemical industry,2014,Summary1As1_Combined,B.  Chemical industry,N2O,0.14093087544632
Total national emissions and removals,Industrial processes and product use,C.  Metal industry,2014,Summary1As1_Combined,C.  Metal industry,N2O,0.04449565784704
Total national emissions and removals,Industrial processes and product use,G.  Other product manufacture and use ,2014,Summary1As1_Combined,G.  Other product manufacture and use ,N2O,2.82021961348286
