Category,Year,Sheet,Gas,Emissions_kt
J.  Other ,1997,Summary1As2,N2O,0.56641180285022
"4.  Land use, land-use change and forestry  (4)",1997,Summary1As2,N2O,6.70474258980002
A. Forest land (4),1997,Summary1As2,N2O,1.67384727596229
B. Cropland (4),1997,Summary1As2,N2O,2.25139854652353
C. Grassland (4),1997,Summary1As2,N2O,0.0768345431671
D. Wetlands (4),1997,Summary1As2,N2O,0.06970837409328
E. Settlements (4),1997,Summary1As2,N2O,1.30259306024566
H. Other  (4),1997,Summary1As2,N2O,0.41621412585694
5.  Waste,1997,Summary1As2,N2O,3.81431996263382
B.  Biological treatment of solid waste (5),1997,Summary1As2,N2O,0.43222844523607
C.  Incineration and open burning of waste (5),1997,Summary1As2,N2O,0.17339948747782
D.  Wastewater treatment and discharge,1997,Summary1As2,N2O,3.20869202991993
3.  Agriculture,1998,Summary1As2,N2O,62.4856611440181
B.  Manure management,1998,Summary1As2,N2O,11.89334166424726
D.  Agricultural soils,1998,Summary1As2,N2O,50.02567619993229
J.  Other ,1998,Summary1As2,N2O,0.56664327983855
"4.  Land use, land-use change and forestry  (4)",1998,Summary1As2,N2O,6.57579459039552
A. Forest land (4),1998,Summary1As2,N2O,1.67128451905945
B. Cropland (4),1998,Summary1As2,N2O,2.1870345850651
C. Grassland (4),1998,Summary1As2,N2O,0.07321429629102
D. Wetlands (4),1998,Summary1As2,N2O,0.0694792353498
E. Settlements (4),1998,Summary1As2,N2O,1.26875450980436
H. Other  (4),1998,Summary1As2,N2O,0.4153316829441
5.  Waste,1998,Summary1As2,N2O,3.95283236716829
B.  Biological treatment of solid waste (5),1998,Summary1As2,N2O,0.48737004045968
C.  Incineration and open burning of waste (5),1998,Summary1As2,N2O,0.27541333938398
D.  Wastewater treatment and discharge,1998,Summary1As2,N2O,3.19004898732463
3.  Agriculture,1999,Summary1As2,N2O,62.59854726931179
B.  Manure management,1999,Summary1As2,N2O,11.55904303026542
D.  Agricultural soils,1999,Summary1As2,N2O,50.46471303003741
J.  Other ,1999,Summary1As2,N2O,0.57479120900896
"4.  Land use, land-use change and forestry  (4)",1999,Summary1As2,N2O,6.44261699698693
A. Forest land (4),1999,Summary1As2,N2O,1.67008845820466
B. Cropland (4),1999,Summary1As2,N2O,2.11495370044062
C. Grassland (4),1999,Summary1As2,N2O,0.07161281083618
D. Wetlands (4),1999,Summary1As2,N2O,0.06924990235732
E. Settlements (4),1999,Summary1As2,N2O,1.23560049005733
H. Other  (4),1999,Summary1As2,N2O,0.41452120260802
5.  Waste,1999,Summary1As2,N2O,3.9574142829742
B.  Biological treatment of solid waste (5),1999,Summary1As2,N2O,0.54248646687141
C.  Incineration and open burning of waste (5),1999,Summary1As2,N2O,0.27821057293036
D.  Wastewater treatment and discharge,1999,Summary1As2,N2O,3.13671724317243
3.  Agriculture,2000,Summary1As2,N2O,59.65839795831264
B.  Manure management,2000,Summary1As2,N2O,11.22586829166089
D.  Agricultural soils,2000,Summary1As2,N2O,47.89173855553407
J.  Other ,2000,Summary1As2,N2O,0.54079111111768
"4.  Land use, land-use change and forestry  (4)",2000,Summary1As2,N2O,6.341672087864
A. Forest land (4),2000,Summary1As2,N2O,1.68836774165767
B. Cropland (4),2000,Summary1As2,N2O,2.03293880953541
C. Grassland (4),2000,Summary1As2,N2O,0.1058951843825
D. Wetlands (4),2000,Summary1As2,N2O,0.07368827012673
E. Settlements (4),2000,Summary1As2,N2O,1.1871696126875
H. Other  (4),2000,Summary1As2,N2O,0.41311328287149
5.  Waste,2000,Summary1As2,N2O,4.12757377325753
B.  Biological treatment of solid waste (5),2000,Summary1As2,N2O,0.5976222988727
C.  Incineration and open burning of waste (5),2000,Summary1As2,N2O,0.28214563794894
D.  Wastewater treatment and discharge,2000,Summary1As2,N2O,3.24780583643589
3.  Agriculture,2001,Summary1As2,N2O,57.26894493295221
B.  Manure management,2001,Summary1As2,N2O,10.8712401262127
D.  Agricultural soils,2001,Summary1As2,N2O,45.87948281843053
J.  Other ,2001,Summary1As2,N2O,0.51822198830898
"4.  Land use, land-use change and forestry  (4)",2001,Summary1As2,N2O,6.19810157626104
A. Forest land (4),2001,Summary1As2,N2O,1.69734474197339
B. Cropland (4),2001,Summary1As2,N2O,1.95771753507858
C. Grassland (4),2001,Summary1As2,N2O,0.09899161069851
D. Wetlands (4),2001,Summary1As2,N2O,0.07363642990257
E. Settlements (4),2001,Summary1As2,N2O,1.14454426317794
H. Other  (4),2001,Summary1As2,N2O,0.41123992264082
5.  Waste,2001,Summary1As2,N2O,4.11266942840248
B.  Biological treatment of solid waste (5),2001,Summary1As2,N2O,0.66906628449356
C.  Incineration and open burning of waste (5),2001,Summary1As2,N2O,0.28618944140085
D.  Wastewater treatment and discharge,2001,Summary1As2,N2O,3.15741370250807
3.  Agriculture,2002,Summary1As2,N2O,57.35390208837542
B.  Manure management,2002,Summary1As2,N2O,10.52977738072676
D.  Agricultural soils,2002,Summary1As2,N2O,46.32372626049393
J.  Other ,2002,Summary1As2,N2O,0.50039844715473
"4.  Land use, land-use change and forestry  (4)",2002,Summary1As2,N2O,6.08127070357783
A. Forest land (4),2002,Summary1As2,N2O,1.70291557825219
B. Cropland (4),2002,Summary1As2,N2O,1.87757166176888
C. Grassland (4),2002,Summary1As2,N2O,0.10493857152656
D. Wetlands (4),2002,Summary1As2,N2O,0.073583806749
E. Settlements (4),2002,Summary1As2,N2O,1.12094846333167
H. Other  (4),2002,Summary1As2,N2O,0.40898897795844
5.  Waste,2002,Summary1As2,N2O,4.19274949116647
B.  Biological treatment of solid waste (5),2002,Summary1As2,N2O,0.72273567980444
C.  Incineration and open burning of waste (5),2002,Summary1As2,N2O,0.2910632544381
D.  Wastewater treatment and discharge,2002,Summary1As2,N2O,3.17895055692393
3.  Agriculture,2003,Summary1As2,N2O,57.01620295481747
B.  Manure management,2003,Summary1As2,N2O,10.56411960806682
D.  Agricultural soils,2003,Summary1As2,N2O,45.96784608778641
J.  Other ,2003,Summary1As2,N2O,0.48423725896424
"4.  Land use, land-use change and forestry  (4)",2003,Summary1As2,N2O,6.08159490454935
A. Forest land (4),2003,Summary1As2,N2O,1.70414939457275
B. Cropland (4),2003,Summary1As2,N2O,1.81350965844197
C. Grassland (4),2003,Summary1As2,N2O,0.19585286295439
D. Wetlands (4),2003,Summary1As2,N2O,0.07385880990637
E. Settlements (4),2003,Summary1As2,N2O,1.11289019031905
H. Other  (4),2003,Summary1As2,N2O,0.40642244905935
5.  Waste,2003,Summary1As2,N2O,4.18819252488014
B.  Biological treatment of solid waste (5),2003,Summary1As2,N2O,0.77640409237087
C.  Incineration and open burning of waste (5),2003,Summary1As2,N2O,0.28746050146523
D.  Wastewater treatment and discharge,2003,Summary1As2,N2O,3.12432793104404
3.  Agriculture,2004,Summary1As2,N2O,56.12853997679075
B.  Manure management,2004,Summary1As2,N2O,10.75811592756518
D.  Agricultural soils,2004,Summary1As2,N2O,44.89162415443094
J.  Other ,2004,Summary1As2,N2O,0.47879989479463
"4.  Land use, land-use change and forestry  (4)",2004,Summary1As2,N2O,5.88819314445629
A. Forest land (4),2004,Summary1As2,N2O,1.69930526254671
B. Cropland (4),2004,Summary1As2,N2O,1.75122763387374
C. Grassland (4),2004,Summary1As2,N2O,0.09622329453732
D. Wetlands (4),2004,Summary1As2,N2O,0.0741437356565
E. Settlements (4),2004,Summary1As2,N2O,1.10721228681117
H. Other  (4),2004,Summary1As2,N2O,0.4037584399116
5.  Waste,2004,Summary1As2,N2O,4.23317390757207
B.  Biological treatment of solid waste (5),2004,Summary1As2,N2O,0.83879394879998
C.  Incineration and open burning of waste (5),2004,Summary1As2,N2O,0.28787631621985
D.  Wastewater treatment and discharge,2004,Summary1As2,N2O,3.10650364255224
3.  Agriculture,2005,Summary1As2,N2O,54.98736285553965
B.  Manure management,2005,Summary1As2,N2O,10.69273070061971
D.  Agricultural soils,2005,Summary1As2,N2O,43.82048743001639
J.  Other ,2005,Summary1As2,N2O,0.47414472490355
"4.  Land use, land-use change and forestry  (4)",2005,Summary1As2,N2O,5.79764564956108
A. Forest land (4),2005,Summary1As2,N2O,1.69955163165819
B. Cropland (4),2005,Summary1As2,N2O,1.68341014582452
C. Grassland (4),2005,Summary1As2,N2O,0.10629713074481
D. Wetlands (4),2005,Summary1As2,N2O,0.07442770232855
E. Settlements (4),2005,Summary1As2,N2O,1.09653876848502
H. Other  (4),2005,Summary1As2,N2O,0.4010212686535
5.  Waste,2005,Summary1As2,N2O,4.3554145459438
B.  Biological treatment of solid waste (5),2005,Summary1As2,N2O,0.92197734259317
C.  Incineration and open burning of waste (5),2005,Summary1As2,N2O,0.28891840011885
D.  Wastewater treatment and discharge,2005,Summary1As2,N2O,3.14451880323178
3.  Agriculture,2006,Summary1As2,N2O,53.43397274775167
B.  Manure management,2006,Summary1As2,N2O,10.50731803692006
D.  Agricultural soils,2006,Summary1As2,N2O,42.47977649803328
J.  Other ,2006,Summary1As2,N2O,0.44687821279833
"4.  Land use, land-use change and forestry  (4)",2006,Summary1As2,N2O,5.67715973621895
A. Forest land (4),2006,Summary1As2,N2O,1.69001808559822
B. Cropland (4),2006,Summary1As2,N2O,1.62847422052647
C. Grassland (4),2006,Summary1As2,N2O,0.10656399985428
D. Wetlands (4),2006,Summary1As2,N2O,0.07451300625592
E. Settlements (4),2006,Summary1As2,N2O,1.0627180449987
H. Other  (4),2006,Summary1As2,N2O,0.39861119637754
5.  Waste,2006,Summary1As2,N2O,4.44146835522859
B.  Biological treatment of solid waste (5),2006,Summary1As2,N2O,0.99435875762352
C.  Incineration and open burning of waste (5),2006,Summary1As2,N2O,0.2890703845111
D.  Wastewater treatment and discharge,2006,Summary1As2,N2O,3.15803921309397
3.  Agriculture,2007,Summary1As2,N2O,52.35699196873851
B.  Manure management,2007,Summary1As2,N2O,10.30544851019885
D.  Agricultural soils,2007,Summary1As2,N2O,41.60676323742716
J.  Other ,2007,Summary1As2,N2O,0.4447802211125
"4.  Land use, land-use change and forestry  (4)",2007,Summary1As2,N2O,5.61868066365788
A. Forest land (4),2007,Summary1As2,N2O,1.66936474246298
B. Cropland (4),2007,Summary1As2,N2O,1.59186104677707
C. Grassland (4),2007,Summary1As2,N2O,0.13751025798608
D. Wetlands (4),2007,Summary1As2,N2O,0.07459706141008
E. Settlements (4),2007,Summary1As2,N2O,1.04874434163543
H. Other  (4),2007,Summary1As2,N2O,0.39665976681756
5.  Waste,2007,Summary1As2,N2O,4.60284643220396
B.  Biological treatment of solid waste (5),2007,Summary1As2,N2O,1.16523656427849
C.  Incineration and open burning of waste (5),2007,Summary1As2,N2O,0.28300724863348
D.  Wastewater treatment and discharge,2007,Summary1As2,N2O,3.15460261929199
3.  Agriculture,2008,Summary1As2,N2O,52.01305490264079
B.  Manure management,2008,Summary1As2,N2O,9.96949475693288
D.  Agricultural soils,2008,Summary1As2,N2O,41.61939160327524
J.  Other ,2008,Summary1As2,N2O,0.42416854243267
"4.  Land use, land-use change and forestry  (4)",2008,Summary1As2,N2O,5.49680129312228
A. Forest land (4),2008,Summary1As2,N2O,1.64277764715301
B. Cropland (4),2008,Summary1As2,N2O,1.56019384230293
C. Grassland (4),2008,Summary1As2,N2O,0.10205070471242
D. Wetlands (4),2008,Summary1As2,N2O,0.07468017626919
E. Settlements (4),2008,Summary1As2,N2O,1.03804175525269
H. Other  (4),2008,Summary1As2,N2O,0.3945713610011
5.  Waste,2008,Summary1As2,N2O,4.50953840008421
B.  Biological treatment of solid waste (5),2008,Summary1As2,N2O,1.15808722292908
C.  Incineration and open burning of waste (5),2008,Summary1As2,N2O,0.2577614021768
D.  Wastewater treatment and discharge,2008,Summary1As2,N2O,3.09368977497833
3.  Agriculture,2009,Summary1As2,N2O,51.90453462649174
B.  Manure management,2009,Summary1As2,N2O,9.91045937016322
D.  Agricultural soils,2009,Summary1As2,N2O,41.57608241700451
J.  Other ,2009,Summary1As2,N2O,0.41799283932401
"4.  Land use, land-use change and forestry  (4)",2009,Summary1As2,N2O,5.37794510909182
A. Forest land (4),2009,Summary1As2,N2O,1.59604407200776
B. Cropland (4),2009,Summary1As2,N2O,1.52343970510535
C. Grassland (4),2009,Summary1As2,N2O,0.1122629343347
D. Wetlands (4),2009,Summary1As2,N2O,0.07476081755982
E. Settlements (4),2009,Summary1As2,N2O,1.01389460826816
H. Other  (4),2009,Summary1As2,N2O,0.39262882674591
5.  Waste,2009,Summary1As2,N2O,4.734188571087
B.  Biological treatment of solid waste (5),2009,Summary1As2,N2O,1.34906534893247
C.  Incineration and open burning of waste (5),2009,Summary1As2,N2O,0.26332512750983
D.  Wastewater treatment and discharge,2009,Summary1As2,N2O,3.1217980946447
3.  Agriculture,2010,Summary1As2,N2O,52.48933596760251
B.  Manure management,2010,Summary1As2,N2O,9.96812468411967
D.  Agricultural soils,2010,Summary1As2,N2O,42.11211072426452
J.  Other ,2010,Summary1As2,N2O,0.40910055921832
"4.  Land use, land-use change and forestry  (4)",2010,Summary1As2,N2O,5.32633705760652
A. Forest land (4),2010,Summary1As2,N2O,1.58510799932044
B. Cropland (4),2010,Summary1As2,N2O,1.48451309212834
C. Grassland (4),2010,Summary1As2,N2O,0.13716972167586
D. Wetlands (4),2010,Summary1As2,N2O,0.07482199319246
E. Settlements (4),2010,Summary1As2,N2O,1.00666636248981
H. Other  (4),2010,Summary1As2,N2O,0.39068491627654
5.  Waste,2010,Summary1As2,N2O,5.0631492344744
B.  Biological treatment of solid waste (5),2010,Summary1As2,N2O,1.58814763421579
C.  Incineration and open burning of waste (5),2010,Summary1As2,N2O,0.2947874867597
D.  Wastewater treatment and discharge,2010,Summary1As2,N2O,3.18021411349891
3.  Agriculture,2011,Summary1As2,N2O,52.86489253227618
B.  Manure management,2011,Summary1As2,N2O,9.76759007537927
D.  Agricultural soils,2011,Summary1As2,N2O,42.68826213090617
J.  Other ,2011,Summary1As2,N2O,0.40904032599074
"4.  Land use, land-use change and forestry  (4)",2011,Summary1As2,N2O,5.32345305174627
A. Forest land (4),2011,Summary1As2,N2O,1.59775457003587
B. Cropland (4),2011,Summary1As2,N2O,1.46732850347061
C. Grassland (4),2011,Summary1As2,N2O,0.16618494983761
D. Wetlands (4),2011,Summary1As2,N2O,0.0749662848965
E. Settlements (4),2011,Summary1As2,N2O,0.98909790887755
H. Other  (4),2011,Summary1As2,N2O,0.38830579707406
5.  Waste,2011,Summary1As2,N2O,5.2284437808298
B.  Biological treatment of solid waste (5),2011,Summary1As2,N2O,1.75655546750178
C.  Incineration and open burning of waste (5),2011,Summary1As2,N2O,0.28648308243608
D.  Wastewater treatment and discharge,2011,Summary1As2,N2O,3.18540523089194
3.  Agriculture,2012,Summary1As2,N2O,52.23437363631907
B.  Manure management,2012,Summary1As2,N2O,9.6536499322222
D.  Agricultural soils,2012,Summary1As2,N2O,42.17752953737814
J.  Other ,2012,Summary1As2,N2O,0.40319416671873
"4.  Land use, land-use change and forestry  (4)",2012,Summary1As2,N2O,5.2132744917257
A. Forest land (4),2012,Summary1As2,N2O,1.59881946768833
B. Cropland (4),2012,Summary1As2,N2O,1.44955090823976
C. Grassland (4),2012,Summary1As2,N2O,0.10057520065699
D. Wetlands (4),2012,Summary1As2,N2O,0.07507853215914
E. Settlements (4),2012,Summary1As2,N2O,0.97177605225589
H. Other  (4),2012,Summary1As2,N2O,0.38603693096206
5.  Waste,2012,Summary1As2,N2O,5.23667761836157
B.  Biological treatment of solid waste (5),2012,Summary1As2,N2O,1.82015404557099
C.  Incineration and open burning of waste (5),2012,Summary1As2,N2O,0.27144787812459
D.  Wastewater treatment and discharge,2012,Summary1As2,N2O,3.14507569466599
3.  Agriculture,2013,Summary1As2,N2O,52.43425499274342
B.  Manure management,2013,Summary1As2,N2O,9.63180742505951
D.  Agricultural soils,2013,Summary1As2,N2O,42.39531362738236
J.  Other ,2013,Summary1As2,N2O,0.40713394030155
"4.  Land use, land-use change and forestry  (4)",2013,Summary1As2,N2O,5.16218926207862
A. Forest land (4),2013,Summary1As2,N2O,1.60650431079067
B. Cropland (4),2013,Summary1As2,N2O,1.41528422200382
C. Grassland (4),2013,Summary1As2,N2O,0.11243684148566
D. Wetlands (4),2013,Summary1As2,N2O,0.07210652877131
E. Settlements (4),2013,Summary1As2,N2O,0.95276285608932
H. Other  (4),2013,Summary1As2,N2O,0.38495912900396
5.  Waste,2013,Summary1As2,N2O,5.33237286848082
B.  Biological treatment of solid waste (5),2013,Summary1As2,N2O,1.9457192482463
C.  Incineration and open burning of waste (5),2013,Summary1As2,N2O,0.26423597635978
D.  Wastewater treatment and discharge,2013,Summary1As2,N2O,3.12241764387474
3.  Agriculture,2014,Summary1As2,N2O,54.44763678172502
B.  Manure management,2014,Summary1As2,N2O,9.68617725738808
